ID	ID	dates	genre	subgenre	period	title	decade
l00270713	l00270713	1852	Poetry	Poetry	Realismus	Frauenhand	1850
l00270714	l00270714	1852	Poetry	Poetry	Realismus	Dämmerstunde	1850
l00320062	l00320062	1852	Poetry	Poetry	Realismus	Der letzte Freier	1850
l00320063	l00320063	1852	Poetry	Poetry	Realismus	1. Die Senne	1850
l00320064	l00320064	1852	Poetry	Poetry	Realismus	2. Am Donoper Teiche	1850
l00320065	l00320065	1852	Poetry	Poetry	Realismus	3. Die Hünenkapelle	1850
l00320066	l00320066	1852	Poetry	Poetry	Realismus	Nicht allein	1850
l00320067	l00320067	1852	Poetry	Poetry	Realismus	Du bist das Leben	1850
l00320407	l00320407	1852	Poetry	Poetry	Realismus	Die Berge steh'n in dunklen Reih'n	1850
l00320408	l00320408	1852	Poetry	Poetry	Realismus	Einsamkeit	1850
l00320409	l00320409	1852	Poetry	Poetry	Realismus	Maigruß	1850
l00320410	l00320410	1852	Poetry	Poetry	Realismus	O sieh die Perlen auf der Schnur	1850
l00320411	l00320411	1852	Poetry	Poetry	Realismus	Tscherkessische Todtenklage	1850
l00320412	l00320412	1852	Poetry	Poetry	Realismus	Wohl weiß ich einen Kranz zu winden	1850
l00320413	l00320413	1852	Poetry	Poetry	Realismus	Wie die Nachtigallen an den Rosen nippen	1850
l00320414	l00320414	1852	Poetry	Poetry	Realismus	Sollst dich in Andacht beugen	1850
l00320415	l00320415	1852	Poetry	Poetry	Realismus	Neig', schöne Knospe! dich zu mir	1850
l00320416	l00320416	1852	Poetry	Poetry	Realismus	Es ragt der hohe Elborus	1850
l00320417	l00320417	1852	Poetry	Poetry	Realismus	Jussuf und Hafisa	1850
l00320418	l00320418	1852	Poetry	Poetry	Realismus	1. Die Gletscher leuchten	1850
l00320419	l00320419	1852	Poetry	Poetry	Realismus	2. Wie kommt mir, was mich einst entzückte	1850
l00320420	l00320420	1852	Poetry	Poetry	Realismus	Leben und Sterben	1850
l00320421	l00320421	1852	Poetry	Poetry	Realismus	Jasmin und Flieder duften	1850
l00320422	l00320422	1852	Poetry	Poetry	Realismus	Die Cypresse	1850
l00320423	l00320423	1852	Poetry	Poetry	Realismus	Kommen und Scheiden	1850
l00320511	l00320511	1852	Poetry	Poetry	Realismus	Idealismus und Materialismus	1850
l00320512	l00320512	1852	Poetry	Poetry	Realismus	Trost	1850
l00320513	l00320513	1852	Poetry	Poetry	Realismus	Des Kindes Macht	1850
l00320514	l00320514	1852	Poetry	Poetry	Realismus	Grüß Dich Gott!	1850
l00321026	l00321026	1852	Poetry	Poetry	Realismus	Mein Kirchlein	1850
l00321027	l00321027	1852	Poetry	Poetry	Realismus	Der Fischerknabe	1850
l00321028	l00321028	1852	Poetry	Poetry	Realismus	Mannesthräne	1850
l00321029	l00321029	1852	Poetry	Poetry	Realismus	Die Fichte	1850
l00321030	l00321030	1852	Poetry	Poetry	Realismus	Mein Lied	1850
l00321088	l00321088	1852	Poetry	Poetry	Realismus	Dämmerstunde	1850
l00321089	l00321089	1852	Poetry	Poetry	Realismus	Im Herbst	1850
l00321090	l00321090	1852	Poetry	Poetry	Realismus	Herbstblätter	1850
l00321091	l00321091	1852	Poetry	Poetry	Realismus	Sonntag	1850
l00321092	l00321092	1852	Poetry	Poetry	Realismus	Brautlied	1850
l00321093	l00321093	1852	Poetry	Poetry	Realismus	Frühlingsliebe und Liebesfrühling	1850
l00321094	l00321094	1852	Poetry	Poetry	Realismus	Am Abend	1850
l00321095	l00321095	1852	Poetry	Poetry	Realismus	Der Thürmer	1850
l00321096	l00321096	1852	Poetry	Poetry	Realismus	Der Trompeter	1850
l00321097	l00321097	1852	Poetry	Poetry	Realismus	Das Erbe	1850
l00321098	l00321098	1852	Poetry	Poetry	Realismus	Veilchen	1850
l00321099	l00321099	1852	Poetry	Poetry	Realismus	An 'n Strann	1850
l00321100	l00321100	1852	Poetry	Poetry	Realismus	In de Dannen	1850
l00321101	l00321101	1852	Poetry	Poetry	Realismus	Nachts	1850
l00321102	l00321102	1852	Poetry	Poetry	Realismus	De Schiltwach	1850
l00321193	l00321193	1852	Poetry	Poetry	Realismus	Die heilige Nacht	1850
l00321194	l00321194	1852	Poetry	Poetry	Realismus	Mairuf	1850
l00321195	l00321195	1852	Poetry	Poetry	Realismus	Blumengebet	1850
l00321196	l00321196	1852	Poetry	Poetry	Realismus	Häng's an die große Glocke nicht!	1850
l00321339	l00321339	1852	Poetry	Poetry	Realismus	Über Nacht	1850
l00321340	l00321340	1852	Poetry	Poetry	Realismus	Ich gab ihr das Geleite	1850
l00321341	l00321341	1852	Poetry	Poetry	Realismus	Glaubensselig	1850
l00321342	l00321342	1852	Poetry	Poetry	Realismus	Abt und Bildhauer	1850
l00321343	l00321343	1852	Poetry	Poetry	Realismus	Der sterbende Greis	1850
l00321344	l00321344	1852	Poetry	Poetry	Realismus	Der Schmied von Gretna-Green	1850
l00321345	l00321345	1852	Poetry	Poetry	Realismus	Fidelio	1850
l00321346	l00321346	1852	Poetry	Poetry	Realismus	Die deutsche Legion	1850
l00321347	l00321347	1852	Poetry	Poetry	Realismus	Holde Täuschung	1850
l00321348	l00321348	1852	Poetry	Poetry	Realismus	Weltherrschaft	1850
l00321349	l00321349	1852	Poetry	Poetry	Realismus	Von Kindern	1850
l00321350	l00321350	1852	Poetry	Poetry	Realismus	Selige Zeit	1850
l00321351	l00321351	1852	Poetry	Poetry	Realismus	Majestät	1850
l00321352	l00321352	1852	Poetry	Poetry	Realismus	Der 6. November 1832	1850
l00321353	l00321353	1852	Poetry	Poetry	Realismus	Schloß Eger	1850
l00321354	l00321354	1852	Poetry	Poetry	Realismus	Maria Stuarts Weihe	1850
l00321355	l00321355	1852	Poetry	Poetry	Realismus	Maria und Bothwell	1850
l00321356	l00321356	1852	Poetry	Poetry	Realismus	Cromwell's letzte Nacht	1850
l00321357	l00321357	1852	Poetry	Poetry	Realismus	Katharina von Medici	1850
l00321358	l00321358	1852	Poetry	Poetry	Realismus	Bienen-Winkelried	1850
l00321359	l00321359	1852	Poetry	Poetry	Realismus	Das Trauerspiel von Afghanistan	1850
l00321685	l00321685	1852	Poetry	Poetry	Realismus	Der Zweig aus Eden	1850
l00321686	l00321686	1852	Poetry	Poetry	Realismus	Der Blutbaum	1850
l00321687	l00321687	1852	Poetry	Poetry	Realismus	Liebchens Beschreibung	1850
l00321688	l00321688	1852	Poetry	Poetry	Realismus	Die drei Schleier	1850
l00321689	l00321689	1852	Poetry	Poetry	Realismus	Die drei Sänger	1850
l00321690	l00321690	1852	Poetry	Poetry	Realismus	Die weiße Rose	1850
l00321691	l00321691	1852	Poetry	Poetry	Realismus	Herbstwehe	1850
l00321692	l00321692	1852	Poetry	Poetry	Realismus	Spinnlied	1850
l00321793	l00321793	1852	Poetry	Poetry	Realismus	O Frühling, zeuch doch ein!	1850
l00321794	l00321794	1852	Poetry	Poetry	Realismus	Der schönste Stern	1850
l00321795	l00321795	1852	Poetry	Poetry	Realismus	Menschenweisheit	1850
l00321796	l00321796	1852	Poetry	Poetry	Realismus	Der Mutter mein	1850
l00130437	l00130437	1853	Poetry	Poetry	Realismus	Ein Greis	1850
l00130438	l00130438	1853	Poetry	Poetry	Realismus	Das Schicksal	1850
l00130439	l00130439	1853	Poetry	Poetry	Realismus	Die Rechte der Frauen	1850
l00130440	l00130440	1853	Poetry	Poetry	Realismus	Das Meerleuchten	1850
l00130441	l00130441	1853	Poetry	Poetry	Realismus	Die Genien der Menschheit	1850
l00130448	l00130448	1853	Poetry	Poetry	Realismus	Verstummen	1850
l00150066	l00150066	1853	Poetry	Poetry	Realismus	Besseres Loos	1850
l00150192	l00150192	1853	Poetry	Poetry	Realismus	Im Spätherbst	1850
l00150208	l00150208	1853	Poetry	Poetry	Realismus	Abends auf dem See	1850
l00150454	l00150454	1853	Poetry	Poetry	Realismus	Andenken an Venedig	1850
l00160197	l00160197	1853	Poetry	Poetry	Realismus	Lieder	1850
l00160251	l00160251	1853	Poetry	Poetry	Realismus	Aus dem Trompeter von Säkkingen	1850
l00160252	l00160252	1853	Poetry	Poetry	Realismus	O wolle nicht den Rosentrauss	1850
l00160253	l00160253	1853	Poetry	Poetry	Realismus	Das ist im Leben hässlich eingerichtet	1850
l00160254	l00160254	1853	Poetry	Poetry	Realismus	Die Sommernacht hat mir's angethan	1850
l00160255	l00160255	1853	Poetry	Poetry	Realismus	Die Blicke scharf wie der junge Aar	1850
l00160256	l00160256	1853	Poetry	Poetry	Realismus	Aus deinem Auge wisch die Thrän	1850
l0020011	l0020011	1853	Poetry	Poetry	Realismus	O wenn dir Gott ein Lieb geschenkt	1850
l00200212	l00200212	1853	Poetry	Poetry	Realismus	Immer leiser wird mein Schlummer	1850
l00200213	l00200213	1853	Poetry	Poetry	Realismus	Kalt und schneidend	1850
l00200214	l00200214	1853	Poetry	Poetry	Realismus	Wenn etwas leise in dir spricht	1850
l00200215	l00200215	1853	Poetry	Poetry	Realismus	Auf einem Eiland möcht' ich wohnen	1850
l00200216	l00200216	1853	Poetry	Poetry	Realismus	Gesang der Blinden	1850
l00200217	l00200217	1853	Poetry	Poetry	Realismus	Lied im Süden	1850
l00200218	l00200218	1853	Poetry	Poetry	Realismus	Mondaufgang	1850
l00200219	l00200219	1853	Poetry	Poetry	Realismus	Madeira	1850
l00200220	l00200220	1853	Poetry	Poetry	Realismus	Der schwarze Tod	1850
l00200222	l00200222	1853	Poetry	Poetry	Realismus	Sechs Groschen und drei Dreier	1850
l0020037	l0020037	1853	Poetry	Poetry	Realismus	Der Geliebten	1850
l0020044	l0020044	1853	Poetry	Poetry	Realismus	Der grosse Seehund von Sule Skerrie	1850
l0020061	l0020061	1853	Poetry	Poetry	Realismus	Fiammetta	1850
l0020117	l0020117	1853	Poetry	Poetry	Realismus	Nachtigall	1850
l0020118	l0020118	1853	Poetry	Poetry	Realismus	Neue Nibelungen	1850
l0020123	l0020123	1853	Poetry	Poetry	Realismus	Mädchenlieder	1850
l0020133	l0020133	1853	Poetry	Poetry	Realismus	Das bleiche Kind	1850
l0020140	l0020140	1853	Poetry	Poetry	Realismus	Böser Frühling	1850
l0020141	l0020141	1853	Poetry	Poetry	Realismus	Rüdiger Manesse	1850
l0020148	l0020148	1853	Poetry	Poetry	Realismus	Luther	1850
l0020172	l0020172	1853	Poetry	Poetry	Realismus	Kuss und Lied	1850
l0080256	l0080256	1853	Poetry	Poetry	Realismus	Er hat kein Geld	1850
l0080259	l0080259	1853	Poetry	Poetry	Realismus	Nur ein wenig Liebe	1850
l0080260	l0080260	1853	Poetry	Poetry	Realismus	Ich wollt', ich wäre weit von hier	1850
l0080261	l0080261	1853	Poetry	Poetry	Realismus	Fröhliche Fahrt	1850
l0080323	l0080323	1853	Poetry	Poetry	Realismus	Die Schiffersfrau	1850
l0080324	l0080324	1853	Poetry	Poetry	Realismus	Der schwarze Tod	1850
l0080325	l0080325	1853	Poetry	Poetry	Realismus	Kürzeste Nacht	1850
l0080327	l0080327	1853	Poetry	Poetry	Realismus	Versöhnung	1850
l0080328	l0080328	1853	Poetry	Poetry	Realismus	Mittagszauber	1850
l0080329	l0080329	1853	Poetry	Poetry	Realismus	Mondaufgang	1850
l00270468	l00270468	1853	Poetry	Poetry	Realismus	Verwandlung	1850
l00270469	l00270469	1853	Poetry	Poetry	Realismus	Sie geht in aller Frühe	1850
l00270470	l00270470	1853	Poetry	Poetry	Realismus	Ersatz	1850
l00321780	l00321780	1853	Poetry	Poetry	Realismus	Seit Ewigkeit	1850
l00321781	l00321781	1853	Poetry	Poetry	Realismus	Abschied von Moskau	1850
l00321782	l00321782	1853	Poetry	Poetry	Realismus	Ich sah sie keimen auf dem duft'gen Plan	1850
l00321783	l00321783	1853	Poetry	Poetry	Realismus	1. Schneeglöckchen	1850
l00321784	l00321784	1853	Poetry	Poetry	Realismus	2. Kuckucksblume	1850
l00321785	l00321785	1853	Poetry	Poetry	Realismus	5. Veilchen	1850
l00321786	l00321786	1853	Poetry	Poetry	Realismus	4. Hyacinthe	1850
l00321787	l00321787	1853	Poetry	Poetry	Realismus	5. Tulpe	1850
l00321788	l00321788	1853	Poetry	Poetry	Realismus	6. Rittersporn	1850
l00321789	l00321789	1853	Poetry	Poetry	Realismus	7. Mandelblüthe	1850
l00321790	l00321790	1853	Poetry	Poetry	Realismus	8. Glockenblume	1850
l00321791	l00321791	1853	Poetry	Poetry	Realismus	9. Lilie	1850
l00321792	l00321792	1853	Poetry	Poetry	Realismus	Bettlers Geburt und Tod	1850
l0010052	l0010052	1854	Poetry	Poetry	Moderne	Der Preis	1850
l0010053	l0010053	1854	Poetry	Poetry	Moderne	Gottesgabe	1850
l0010055	l0010055	1854	Poetry	Poetry	Moderne	Mein und Dein	1850
l0010057	l0010057	1854	Poetry	Poetry	Moderne	Knabenlust	1850
l0010116	l0010116	1854	Poetry	Poetry	Moderne	Berliner Pfingsten	1850
l0010149	l0010149	1854	Poetry	Poetry	Moderne	Lied	1850
l0010165	l0010165	1854	Poetry	Poetry	Moderne	Im letzten Haus	1850
l0010166	l0010166	1854	Poetry	Poetry	Moderne	Vom Scheiden	1850
l0010167	l0010167	1854	Poetry	Poetry	Moderne	Der verschenkte Treuring	1850
l0010168	l0010168	1854	Poetry	Poetry	Moderne	Die Liebste	1850
l0010224	l0010224	1854	Poetry	Poetry	Moderne	Sommermittag	1850
l0010228	l0010228	1854	Poetry	Poetry	Moderne	Abschied (1853)	1850
l00130103	l00130103	1854	Poetry	Poetry	Realismus	Das ist der Tag des Herrn	1850
l00130104	l00130104	1854	Poetry	Poetry	Realismus	Morgenwanderung	1850
l00130105	l00130105	1854	Poetry	Poetry	Realismus	Über Nacht	1850
l00130106	l00130106	1854	Poetry	Poetry	Realismus	Wanderlust	1850
l00150001	l00150001	1854	Poetry	Poetry	Realismus	Die reinen Frauen	1850
l00150025	l00150025	1854	Poetry	Poetry	Realismus	Wenn ich im stillen Friedhof geh'	1850
l00150029	l00150029	1854	Poetry	Poetry	Realismus	Von keinem Leid	1850
l00150084	l00150084	1854	Poetry	Poetry	Realismus	Heimkehr	1850
l00150096	l00150096	1854	Poetry	Poetry	Realismus	Einkehr	1850
l00150165	l00150165	1854	Poetry	Poetry	Realismus	Mondaufgang	1850
l00150202	l00150202	1854	Poetry	Poetry	Realismus	Am See	1850
l00150204	l00150204	1854	Poetry	Poetry	Realismus	Lied des alten Schiffers	1850
l00150211	l00150211	1854	Poetry	Poetry	Realismus	Die Alpenrose	1850
l00150226	l00150226	1854	Poetry	Poetry	Realismus	Ein Blick	1850
l00150233	l00150233	1854	Poetry	Poetry	Realismus	Der Preis	1850
l00150269	l00150269	1854	Poetry	Poetry	Realismus	An die Vergessene	1850
l00150270	l00150270	1854	Poetry	Poetry	Realismus	Seit sie gestorben	1850
l00150272	l00150272	1854	Poetry	Poetry	Realismus	Wenn etwas in dir leise spricht	1850
l00150289	l00150289	1854	Poetry	Poetry	Realismus	Komm, o komme bald!	1850
l00150334	l00150334	1854	Poetry	Poetry	Realismus	Liebesboten	1850
l00150396	l00150396	1854	Poetry	Poetry	Realismus	Gewisse Worte	1850
l00150402	l00150402	1854	Poetry	Poetry	Realismus	Nach der Krankheit der Mutter	1850
l00150426	l00150426	1854	Poetry	Poetry	Realismus	Gesang der Blinden	1850
l00150466	l00150466	1854	Poetry	Poetry	Realismus	Der Todesengel singt	1850
l00150535	l00150535	1854	Poetry	Poetry	Realismus	Wenn dich der Herr liebt —	1850
l00160037	l00160037	1854	Poetry	Poetry	Realismus	Elysium	1850
l00160039	l00160039	1854	Poetry	Poetry	Realismus	Unergründlich	1850
l00160040	l00160040	1854	Poetry	Poetry	Realismus	Balder Frühling	1850
l00160042	l00160042	1854	Poetry	Poetry	Realismus	Eure Weisheit	1850
l00160095	l00160095	1854	Poetry	Poetry	Realismus	Regenlied	1850
l00160120	l00160120	1854	Poetry	Poetry	Realismus	Lass die heilige Parabolen	1850
l00160198	l00160198	1854	Poetry	Poetry	Realismus	Kürzeste Nacht	1850
l00160199	l00160199	1854	Poetry	Poetry	Realismus	Mondaufgang	1850
l00160200	l00160200	1854	Poetry	Poetry	Realismus	Der Schwarze Tod	1850
l00160201	l00160201	1854	Poetry	Poetry	Realismus	Römischer Triumpfgesang	1850
l00160202	l00160202	1854	Poetry	Poetry	Realismus	Spartacus	1850
l00160232	l00160232	1854	Poetry	Poetry	Realismus	Um Mitternacht	1850
l00160244	l00160244	1854	Poetry	Poetry	Realismus	Die drei Weltwunder	1850
l00160282	l00160282	1854	Poetry	Poetry	Realismus	Trost	1850
l00160290	l00160290	1854	Poetry	Poetry	Realismus	Abschied	1850
l00160294	l00160294	1854	Poetry	Poetry	Realismus	Für meine Söhne	1850
l0020009	l0020009	1854	Poetry	Poetry	Realismus	Neuer Frühling	1850
l0020010	l0020010	1854	Poetry	Poetry	Realismus	Abschied	1850
l0020014	l0020014	1854	Poetry	Poetry	Realismus	Herbstlied	1850
l0020015	l0020015	1854	Poetry	Poetry	Realismus	Der Rautenkranz	1850
l0020016	l0020016	1854	Poetry	Poetry	Realismus	I. Bis zur Schwelle des süßen Gemachs folgt Amor den Beiden	1850
l0020017	l0020017	1854	Poetry	Poetry	Realismus	II. Luna, freundliches Licht, du schöne träumende Göttin	1850
l00200173	l00200173	1854	Poetry	Poetry	Realismus	Schwäbische Erbschaft	1850
l00200174	l00200174	1854	Poetry	Poetry	Realismus	Die Alpenrose	1850
l0020018	l0020018	1854	Poetry	Poetry	Realismus	III. Sei mir gewogen, Fortuna, beständig, du schwankende Göttin	1850
l00200182	l00200182	1854	Poetry	Poetry	Realismus	Weißdornbüschlein	1850
l0020019	l0020019	1854	Poetry	Poetry	Realismus	IV. Welchen die Himmlischen heben zu ihrem unsterblichen Mahle	1850
l0020020	l0020020	1854	Poetry	Poetry	Realismus	V. Amor ist ein Verschwender und wen er beherrschet, der wird es	1850
l0020021	l0020021	1854	Poetry	Poetry	Realismus	VI. Komm zur Laube, Geliebte! Die sanften Schatten des Abends	1850
l0020022	l0020022	1854	Poetry	Poetry	Realismus	VII. Traulich ist es daheim, es brennt die freundliche Lampe	1850
l00200229	l00200229	1854	Poetry	Poetry	Realismus	Abend am Strande	1850
l00200230	l00200230	1854	Poetry	Poetry	Realismus	Dichterherz	1850
l00200233	l00200233	1854	Poetry	Poetry	Realismus	Harfners Töchterlein	1850
l00200234	l00200234	1854	Poetry	Poetry	Realismus	Der See	1850
l00200235	l00200235	1854	Poetry	Poetry	Realismus	Lied	1850
l00200236	l00200236	1854	Poetry	Poetry	Realismus	Der Todesengel singt	1850
l00200237	l00200237	1854	Poetry	Poetry	Realismus	Ein Blick	1850
l00200238	l00200238	1854	Poetry	Poetry	Realismus	Die Regentropfen	1850
l0020050	l0020050	1854	Poetry	Poetry	Realismus	Die Erde	1850
l0020053	l0020053	1854	Poetry	Poetry	Realismus	Der Terek	1850
l0020055	l0020055	1854	Poetry	Poetry	Realismus	Glückselig!	1850
l0020056	l0020056	1854	Poetry	Poetry	Realismus	Letzte Zusammenkunft	1850
l0020057	l0020057	1854	Poetry	Poetry	Realismus	Stille	1850
l0020062	l0020062	1854	Poetry	Poetry	Realismus	Verspätetes Glück	1850
l0020075	l0020075	1854	Poetry	Poetry	Realismus	Ben-Ali	1850
l0020076	l0020076	1854	Poetry	Poetry	Realismus	In das Album einer edeln Frau	1850
l0020081	l0020081	1854	Poetry	Poetry	Realismus	An die Nacht	1850
l0020097	l0020097	1854	Poetry	Poetry	Realismus	Erfüllung	1850
l0020107	l0020107	1854	Poetry	Poetry	Realismus	Am Meer	1850
l0020122	l0020122	1854	Poetry	Poetry	Realismus	Christliche Kunst	1850
l0020142	l0020142	1854	Poetry	Poetry	Realismus	Bettler und Bettlerin	1850
l0020144	l0020144	1854	Poetry	Poetry	Realismus	Von der Rebe	1850
l0020147	l0020147	1854	Poetry	Poetry	Realismus	An die Freunde	1850
l0020155	l0020155	1854	Poetry	Poetry	Realismus	Für meine Söhne	1850
l0020156	l0020156	1854	Poetry	Poetry	Realismus	Sommermittag	1850
l0020162	l0020162	1854	Poetry	Poetry	Realismus	Unter jenen Weiden	1850
l0080039	l0080039	1854	Poetry	Poetry	Realismus	Der Abschied	1850
l0080040	l0080040	1854	Poetry	Poetry	Realismus	Liebesklage	1850
l0080041	l0080041	1854	Poetry	Poetry	Realismus	Liebe macht weinen	1850
l0080042	l0080042	1854	Poetry	Poetry	Realismus	Hinter dem Dorfe beim Weidengebüsch	1850
l0080053	l0080053	1854	Poetry	Poetry	Realismus	O wenn dir Gott ein Lieb geschenkt	1850
l0080054	l0080054	1854	Poetry	Poetry	Realismus	An meine Mutter	1850
l0080069	l0080069	1854	Poetry	Poetry	Realismus	Rath	1850
l0080070	l0080070	1854	Poetry	Poetry	Realismus	Was bleibt?	1850
l0080071	l0080071	1854	Poetry	Poetry	Realismus	Gebet auf den Bergen	1850
l0080072	l0080072	1854	Poetry	Poetry	Realismus	Der Herbst	1850
l0080073	l0080073	1854	Poetry	Poetry	Realismus	Mondnacht im Gebirge	1850
l0080074	l0080074	1854	Poetry	Poetry	Realismus	Die schneebeladene Tanne	1850
l0080075	l0080075	1854	Poetry	Poetry	Realismus	Verschiedene Deutung	1850
l0080129	l0080129	1854	Poetry	Poetry	Realismus	Handwerksbrauch	1850
l0080130	l0080130	1854	Poetry	Poetry	Realismus	Der Bekränzte	1850
l0080131	l0080131	1854	Poetry	Poetry	Realismus	Maitaufe	1850
l0080132	l0080132	1854	Poetry	Poetry	Realismus	Gottesgabe	1850
l0080133	l0080133	1854	Poetry	Poetry	Realismus	Lockvögel	1850
l0080134	l0080134	1854	Poetry	Poetry	Realismus	Unergründlich	1850
l0080135	l0080135	1854	Poetry	Poetry	Realismus	Feuer und Flamme	1850
l0080136	l0080136	1854	Poetry	Poetry	Realismus	Mein und Dein	1850
l0080137	l0080137	1854	Poetry	Poetry	Realismus	Unsre Liebe	1850
l0080138	l0080138	1854	Poetry	Poetry	Realismus	Trost im Sterben	1850
l0080139	l0080139	1854	Poetry	Poetry	Realismus	So fügt's sich einmal nur im Leben	1850
l0080165	l0080165	1854	Poetry	Poetry	Realismus	Ich bat sie um die Rose	1850
l0080249	l0080249	1854	Poetry	Poetry	Realismus	Wir wissen, was wir wollen	1850
l0080250	l0080250	1854	Poetry	Poetry	Realismus	Der neue Bund	1850
l0080326	l0080326	1854	Poetry	Poetry	Realismus	Sehnsucht in die Ferne	1850
l0080330	l0080330	1854	Poetry	Poetry	Realismus	Bauernkrieg	1850
l0080331	l0080331	1854	Poetry	Poetry	Realismus	Nebeltag	1850
l0080332	l0080332	1854	Poetry	Poetry	Realismus	Blumen	1850
l0080333	l0080333	1854	Poetry	Poetry	Realismus	Am Morgen	1850
l0080334	l0080334	1854	Poetry	Poetry	Realismus	Einsamkeit	1850
l0080335	l0080335	1854	Poetry	Poetry	Realismus	Schön, wie der Mond	1850
l0080336	l0080336	1854	Poetry	Poetry	Realismus	Kannst dem Frühling du gebieten	1850
l0080337	l0080337	1854	Poetry	Poetry	Realismus	Du schauest träumend vom Altan	1850
l0080338	l0080338	1854	Poetry	Poetry	Realismus	Dein Auge dünkt mich oft ein See	1850
l0080339	l0080339	1854	Poetry	Poetry	Realismus	Die Alpenrose	1850
l0080340	l0080340	1854	Poetry	Poetry	Realismus	O komm mit mir zu dieser Laube, komm!	1850
l0080341	l0080341	1854	Poetry	Poetry	Realismus	Einmal nur für alle Orte, liebe Seele	1850
l0080342	l0080342	1854	Poetry	Poetry	Realismus	Mittag im Süden	1850
l0080343	l0080343	1854	Poetry	Poetry	Realismus	Epigramm	1850
l0080344	l0080344	1854	Poetry	Poetry	Realismus	Es rauschen den eingeborenen Ton	1850
l0080345	l0080345	1854	Poetry	Poetry	Realismus	Der Eine liegt am liebsten an dem Bach	1850
l0080346	l0080346	1854	Poetry	Poetry	Realismus	Dein Angesicht	1850
l0080347	l0080347	1854	Poetry	Poetry	Realismus	Sinnspruch	1850
l0080348	l0080348	1854	Poetry	Poetry	Realismus	Das böse Meer	1850
l0080349	l0080349	1854	Poetry	Poetry	Realismus	Sehnsucht	1850
l0080454	l0080454	1854	Poetry	Poetry	Realismus	Trüg' ich den güldnen Mond zu Lehn	1850
l0080455	l0080455	1854	Poetry	Poetry	Realismus	Schwalbenflug	1850
l0080534	l0080534	1854	Poetry	Poetry	Realismus	Wenn eine Mutter betet für ihr Kind	1850
l0080535	l0080535	1854	Poetry	Poetry	Realismus	O könnte mir ein Lied gelingen	1850
l0080536	l0080536	1854	Poetry	Poetry	Realismus	Die Rose	1850
l0080537	l0080537	1854	Poetry	Poetry	Realismus	Im Frühling	1850
l0080538	l0080538	1854	Poetry	Poetry	Realismus	Die Saite	1850
l0080539	l0080539	1854	Poetry	Poetry	Realismus	Das ewige Gesetz der Dinge	1850
l0080540	l0080540	1854	Poetry	Poetry	Realismus	Geselle Mondstrahl	1850
l0080547	l0080547	1854	Poetry	Poetry	Realismus	Für meine Söhne	1850
l00270011	l00270011	1854	Poetry	Poetry	Realismus	Am Strande	1850
l00270012	l00270012	1854	Poetry	Poetry	Realismus	Haidenacht	1850
l00270013	l00270013	1854	Poetry	Poetry	Realismus	Feldeinsamkeit	1850
l00270014	l00270014	1854	Poetry	Poetry	Realismus	Im Colosseum	1850
l00270015	l00270015	1854	Poetry	Poetry	Realismus	Dahin	1850
l00270016	l00270016	1854	Poetry	Poetry	Realismus	Ein Mutterherz	1850
l00270017	l00270017	1854	Poetry	Poetry	Realismus	An mein altes Plaid	1850
l00270172	l00270172	1854	Poetry	Poetry	Realismus	Der Preis	1850
l00270312	l00270312	1854	Poetry	Poetry	Realismus	Böhmische Elegie	1850
l00270313	l00270313	1854	Poetry	Poetry	Realismus	An die Mutter	1850
l00270314	l00270314	1854	Poetry	Poetry	Realismus	Gewisse Worte	1850
l00270315	l00270315	1854	Poetry	Poetry	Realismus	Seit sie gestorben	1850
l00270339	l00270339	1854	Poetry	Poetry	Realismus	Laß die heil'gen Parabolen	1850
l00270340	l00270340	1854	Poetry	Poetry	Realismus	Die Gestalt der wahren Sphinx	1850
l00270464	l00270464	1854	Poetry	Poetry	Realismus	Der schwarze Tod	1850
l00270467	l00270467	1854	Poetry	Poetry	Realismus	Die Krähen	1850
l00270471	l00270471	1854	Poetry	Poetry	Realismus	Lied	1850
l00270488	l00270488	1854	Poetry	Poetry	Realismus	Die Alpenrose	1850
l00270567	l00270567	1854	Poetry	Poetry	Realismus	Im stillen Friedhof	1850
l00270568	l00270568	1854	Poetry	Poetry	Realismus	Zum letzten Mal!	1850
l00270604	l00270604	1854	Poetry	Poetry	Realismus	Die reinen Frauen	1850
l00270855	l00270855	1854	Poetry	Poetry	Realismus	Von Jedem, der dir durch das Leben schritt —	1850
l00270856	l00270856	1854	Poetry	Poetry	Realismus	Sei milde du —	1850
l00320040	l00320040	1854	Poetry	Poetry	Realismus	Hast du noch nie recht bitterlich geweint	1850
l00320041	l00320041	1854	Poetry	Poetry	Realismus	Im Exil	1850
l00320042	l00320042	1854	Poetry	Poetry	Realismus	O zaubergrüne Waldeseinsamkeit	1850
l00320043	l00320043	1854	Poetry	Poetry	Realismus	Pan schläft	1850
l00320044	l00320044	1854	Poetry	Poetry	Realismus	Die Sonne sank	1850
l00320045	l00320045	1854	Poetry	Poetry	Realismus	Spätherbst	1850
l00320046	l00320046	1854	Poetry	Poetry	Realismus	Bin ich in später Nacht allein	1850
l00320047	l00320047	1854	Poetry	Poetry	Realismus	Auf der Rudelsburg	1850
l00320048	l00320048	1854	Poetry	Poetry	Realismus	Der alte Name	1850
l00320049	l00320049	1854	Poetry	Poetry	Realismus	Der Halligmatrose	1850
l00320050	l00320050	1854	Poetry	Poetry	Realismus	Kleopatra	1850
