ID	ID	dates	genre	subgenre	period	title	decade
k00200002517	k00200002517	1889	Prose	Prose	Prose	Geschichten aus den Bergen	1880
k00200000002	k00200000002	1903	Prose	Prose	Prose	Das Schloß im Moor	1900
k00200002518	k00200002518	1890	Prose	Prose	Prose	Komtesse Käthe in der Ehe	1890
k00200002519	k00200002519	1910	Prose	Prose	Prose	Der Maskenball in der Ca' Torcelli	1910
k00200000003	k00200000003	1908	Prose	Prose	Prose	Haus Nummer 37	1900
k00100000004	k00100000004	1852	Prose	Prose	Prose	Ruhe ist die erste Bürgerpflicht	1850
k00200000009	k00200000009	1854	Prose	Prose	Prose	Isegrimm	1850
k00100000009	k00100000009	1884	Prose	Prose	Prose	Der Sternsteinhof	1880
k00200002532	k00200002532	1913	Prose	Prose	Prose	Familie Dungs	1910
k00200002227	k00200002227	1866	Prose	Prose	Prose	Saat und Ernte	1860
k00100000018	k00100000018	1854	Prose	Prose	Prose	Die Kronenwächter. Zweiter Band.	1850
k00100000023	k00100000023	1857	Prose	Prose	Prose	Der Lautenbacher	1850
k00100000026	k00100000026	1853	Prose	Prose	Prose	Brosi und Moni	1850
k00100000027	k00100000027	1852	Prose	Prose	Prose	Die Geschichte des Diethelm von Buchenberg	1850
k00100000028	k00100000028	1853	Prose	Prose	Prose	Der Lehnhold	1850
k00100000029	k00100000029	1856	Prose	Prose	Prose	Barfüßele	1850
k00200000029	k00200000029	1865	Prose	Prose	Prose	Auf der Höhe Band I	1860
k00200000033	k00200000033	1869	Prose	Prose	Prose	Das Landhaus am Rhein / Band I	1860
k00200000034	k00200000034	1869	Prose	Prose	Prose	Das Landhaus am Rhein / Band II	1860
k00200000035	k00200000035	1869	Prose	Prose	Prose	Das Landhaus am Rhein / Band III	1860
k00200000036	k00200000036	1869	Prose	Prose	Prose	Das Landhaus am Rhein / Band IV	1860
k00200000037	k00200000037	1869	Prose	Prose	Prose	Das Landhaus am Rhein / Band V	1860
k00200000030	k00200000030	1865	Prose	Prose	Prose	Auf der Höhe Zweiter Band	1860
k00200000031	k00200000031	1865	Prose	Prose	Prose	Auf der Höhe Dritter Band	1860
k00200000032	k00200000032	1865	Prose	Prose	Prose	Auf der Höhe Vierter Band	1860
k00200000038	k00200000038	1878	Prose	Prose	Prose	Landolin von Reutershöfen	1870
k00200002527	k00200002527	1919	Prose	Prose	Prose	Die flammende Venus	1910
k00200002528	k00200002528	1914	Prose	Prose	Prose	Halali! Die schönsten Jagdgeschichten der Welt	1910
k00200002530	k00200002530	1914	Prose	Prose	Prose	Das Buch der seltsamen Geschichten	1910
k00100000030	k00100000030	1890	Prose	Prose	Prose	Die gute Schule	1890
k00200000045	k00200000045	1897	Prose	Prose	Prose	Theater	1890
k00200000044	k00200000044	1908	Prose	Prose	Prose	Die Rahl	1900
k00200000043	k00200000043	1910	Prose	Prose	Prose	O Mensch!	1910
k00200000042	k00200000042	1916	Prose	Prose	Prose	Himmelfahrt	1910
k00200002537	k00200002537	1907	Prose	Prose	Prose	Der Spruchbauer	1900
k00200002538	k00200002538	1907	Prose	Prose	Prose	Unschuldig verurteilt	1900
k00200002539	k00200002539	1909	Prose	Prose	Prose	Im Wüstensand	1900
k00200002535	k00200002535	1915	Prose	Prose	Prose	Der Derotero des Indianers	1910
k00200002536	k00200002536	1909	Prose	Prose	Prose	Das Kastell in der Kiloa-Bucht	1900
k00100000031	k00100000031	1918	Prose	Prose	Prose	Flammetti	1910
k00200000082	k00200000082	1905	Prose	Prose	Prose	Graf Udo Bodo	1900
k00200000086	k00200000086	1895	Prose	Prose	Prose	Aus der Jugendzeit	1890
k00200000089	k00200000089	1854	Prose	Prose	Prose	Der Dunkelgraf	1850
k00200000090	k00200000090	1886	Prose	Prose	Prose	Die Nonnensusel	1880
k00200000092	k00200000092	1906	Prose	Prose	Prose	Hansis Europareise	1900
k00200000098	k00200000098	1913	Prose	Prose	Prose	Frau Hempels Tochter	1910
k00200000101	k00200000101	1912	Prose	Prose	Prose	Die Reise des Herrn Sebastian Wenzel	1910
k00200002547	k00200002547	1913	Prose	Prose	Prose	Frau Hempels Tochter	1910
k00200000096	k00200000096	1915	Prose	Prose	Prose	Die Bräutigame der Babette Bomberling	1910
k00200000099	k00200000099	1916	Prose	Prose	Prose	Spreemann & Co	1910
k00200002551	k00200002551	1880	Prose	Prose	Prose	Ein stummer Musikant	1880
k00200000105	k00200000105	1879	Prose	Prose	Prose	196 Tage auf treibender Eisscholle	1870
k00200002552	k00200002552	1919	Prose	Prose	Prose	Der Wilde Freiger	1910
k00200000115	k00200000115	1898	Prose	Prose	Prose	Emil der Verstiegene	1890
k00200000125	k00200000125	1893	Prose	Prose	Prose	Der Negerkomiker	1890
k00200000133	k00200000133	1892	Prose	Prose	Prose	Studenten-Beichten	1890
k00200000134	k00200000134	1892	Prose	Prose	Prose	Studentenbeichten	1890
k00200000130	k00200000130	1896	Prose	Prose	Prose	Die Schlangendame	1890
k00100000039	k00100000039	1897	Prose	Prose	Prose	Stilpe. Ein Roman aus der Froschperspektive	1890
k00200000121	k00200000121	1898	Prose	Prose	Prose	Kaktus	1890
k00200000127	k00200000127	1899	Prose	Prose	Prose	Das Schöne Mädchen von Pao	1890
k00200000111	k00200000111	1902	Prose	Prose	Prose	Annemargreth und die drei Junggesellen	1900
k00200000112	k00200000112	1903	Prose	Prose	Prose	Eine empfindsame Reise im Automobil	1900
k00200000119	k00200000119	1909	Prose	Prose	Prose	Eine kleine Herbstreise im Automobil (1)	1900
k00200000131	k00200000131	1904	Prose	Prose	Prose	Sinaïde	1900
k00200000132	k00200000132	1905	Prose	Prose	Prose	Schwarz-Rot-Gold und Grün-Weiß-Rot	1900
k00200000123	k00200000123	1906	Prose	Prose	Prose	Prinz Kuckuck	1900
k00200000122	k00200000122	1909	Prose	Prose	Prose	Kleine Reise	1900
k00200000113	k00200000113	1909	Prose	Prose	Prose	Blätter aus Fiesole	1900
k00200000116	k00200000116	1909	Prose	Prose	Prose	Von Fiesole nach Pasing	1900
k00200000128	k00200000128	1911	Prose	Prose	Prose	Samalio Pardulus	1910
k00200000114	k00200000114	1910	Prose	Prose	Prose	Dostojewski	1910
k00200000136	k00200000136	1909	Prose	Prose	Prose	Yankeedoodle-Fahrt (1)	1900
k00200000118	k00200000118	1912	Prose	Prose	Prose	Hans Wurst und der Riese	1910
k00200000135	k00200000135	1892	Prose	Prose	Prose	To-lu-to-lo oder Wie Emil Türke wurde	1890
k00200000124	k00200000124	1892	Prose	Prose	Prose	Leberecht der Gestrenge	1890
k00200000141	k00200000141	1912	Prose	Prose	Prose	Der Opfergang	1910
k00200000145	k00200000145	1906	Prose	Prose	Prose	Die Turnachkinder im Sommer	1900
k00200000146	k00200000146	1906	Prose	Prose	Prose	Die Turnachkinder im Winter	1900
k00200000144	k00200000144	1919	Prose	Prose	Prose	Die Leuenhofer	1910
k00200000148	k00200000148	1909	Prose	Prose	Prose	Amalie Dietrich	1900
k00200000149	k00200000149	1912	Prose	Prose	Prose	Bilder aus meinem Leben	1910
k00200000150	k00200000150	1898	Prose	Prose	Prose	Gedanken und Erinnerungen, Band 1	1890
k00200000151	k00200000151	1898	Prose	Prose	Prose	Gedanken und Erinnerungen - Zweiter Band	1890
k00200000163	k00200000163	1915	Prose	Prose	Prose	Bismarck – Band 1	1910
k00200000165	k00200000165	1915	Prose	Prose	Prose	Bismarck – Band 3	1910
k00200000166	k00200000166	1915	Prose	Prose	Prose	Bismarck – Band 4	1910
k00100000040	k00100000040	1888	Prose	Prose	Prose	Größenwahn	1880
k00200000164	k00200000164	1915	Prose	Prose	Prose	Bismarck – Ein Weltroman – Band 2	1910
k00200000169	k00200000169	1902	Prose	Prose	Prose	Dilettanten des Lasters	1900
k00200000173	k00200000173	1850	Prose	Prose	Prose	Tausend und Ein Tag im Orient	1850
k00200000174	k00200000174	1880	Prose	Prose	Prose	Gräfin Helene	1880
k00200000240	k00200000240	1886	Prose	Prose	Prose	Der schöne Valentin	1880
k00200000238	k00200000238	1888	Prose	Prose	Prose	Ratsmädelgeschichten	1880
k00200002559	k00200002559	1891	Prose	Prose	Prose	In frischem Wasser	1890
k00200002567	k00200002567	1896	Prose	Prose	Prose	Das Recht der Mutter	1890
k00200000241	k00200000241	1897	Prose	Prose	Prose	Altweimarische Liebes- und Ehegeschichten	1890
k00200002570	k00200002570	1898	Prose	Prose	Prose	Verspielte Leute	1890
k00200002562	k00200002562	1899	Prose	Prose	Prose	Halbtier!	1890
k00200000235	k00200000235	1886	Prose	Prose	Prose	Die alten Leutchen	1880
k00200000239	k00200000239	1903	Prose	Prose	Prose	Ein Sommerbuch	1900
k00200002566	k00200002566	1904	Prose	Prose	Prose	Muttersehnsucht	1900
k00200002568	k00200002568	1904	Prose	Prose	Prose	Sommerseele	1900
k00200002563	k00200002563	1907	Prose	Prose	Prose	Das Haus zur Flamm'	1900
k00200002564	k00200002564	1897	Prose	Prose	Prose	Des Bäckerlehrlings Johannisnacht	1890
k00200002565	k00200002565	1907	Prose	Prose	Prose	Kußwirkungen	1900
k00200002560	k00200002560	1916	Prose	Prose	Prose	Der gewürzige Hund	1910
k00200000242	k00200000242	1905	Prose	Prose	Prose	Tagebuch einer Verlorenen	1900
k00200000178	k00200000178	1900	Prose	Prose	Prose	Memoiren Cagliostros	1900
k00200000246	k00200000246	1900	Prose	Prose	Prose	Schnurrige Kerle und andere Humoresken	1900
k00100000041	k00100000041	1889	Prose	Prose	Prose	Fanny Förster	1880
k00200000181	k00200000181	1892	Prose	Prose	Prose	Empor!	1890
k00200000184	k00200000184	1906	Prose	Prose	Prose	Um ein Weib	1900
k00200000182	k00200000182	1910	Prose	Prose	Prose	Ein königlicher Kaufmann	1910
k00100000042	k00100000042	1915	Prose	Prose	Prose	Vor der Ehe	1910
k00200000183	k00200000183	1916	Prose	Prose	Prose	Die Opferschale	1910
k00200000176	k00200000176	1872	Prose	Prose	Prose	Über die Grenzen des Naturerkennens – Die sieben Welträthsel	1870
k00200000187	k00200000187	1858	Prose	Prose	Prose	Friedemann Bach	1850
k00200000188	k00200000188	1875	Prose	Prose	Prose	Die Tochter des Kunstreiters	1870
k00200000191	k00200000191	1871	Prose	Prose	Prose	Geschichten aus der Jugendzeit	1870
k00200000195	k00200000195	1908	Prose	Prose	Prose	Im Schatten der Titanen	1900
k00200000193	k00200000193	1909	Prose	Prose	Prose	Memoiren einer Sozialistin – Lehrjahre	1900
k00200000194	k00200000194	1909	Prose	Prose	Prose	Memoiren einer Sozialistin – Lehrjahre	1900
k00200000192	k00200000192	1912	Prose	Prose	Prose	Die Liebesbriefe der Marquise	1910
k00100000043	k00100000043	1915	Prose	Prose	Prose	Lebenssucher	1910
k00200000248	k00200000248	1850	Prose	Prose	Prose	Geheime Geschichten und rätselhafte Menschen	1850
k00200000249	k00200000249	1864	Prose	Prose	Prose	Geheime Geschichten und rätselhafte Menschen – Zehntes Bändchen	1860
k00200002580	k00200002580	1908	Prose	Prose	Prose	Scala santa	1900
k00200000229	k00200000229	1853	Prose	Prose	Prose	Die Zeit Constantins des Großen	1850
k00200000230	k00200000230	1860	Prose	Prose	Prose	Die Kultur der Renaissance in Italien	1860
k00200000234	k00200000234	1883	Prose	Prose	Prose	Lydia	1880
k00200000253	k00200000253	1882	Prose	Prose	Prose	Ein Stadtjunker in Braunschweig	1880
k00200002583	k00200002583	1916	Prose	Prose	Prose	Fieber	1910
k00200000261	k00200000261	1912	Prose	Prose	Prose	Erinnerungen einer Überflüssigen	1910
k00200000260	k00200000260	1913	Prose	Prose	Prose	Lausdirndlgeschichten	1910
k00100000052	k00100000052	1914	Prose	Prose	Prose	Mathias Bichler	1910
k00100000053	k00100000053	1916	Prose	Prose	Prose	Die Rumplhanni	1910
k00100000055	k00100000055	1892	Prose	Prose	Prose	Jungfer Mutter	1890
k00200000269	k00200000269	1910	Prose	Prose	Prose	Der philosophierende Vagabund	1910
k00200000297	k00200000297	1902	Prose	Prose	Prose	Majestät	1900
k00100000058	k00100000058	1888	Prose	Prose	Prose	Was die Isar rauscht	1880
k00100000059	k00100000059	1889	Prose	Prose	Prose	Adam Mensch	1880
k00200000299	k00200000299	1891	Prose	Prose	Prose	Das warme Polarland	1890
k00200002594	k00200002594	1901	Prose	Prose	Prose	Pimpernellche	1900
k00200002593	k00200002593	1906	Prose	Prose	Prose	Die Nann	1900
k00200002597	k00200002597	1908	Prose	Prose	Prose	Winkelquartett	1900
k00200002591	k00200002591	1911	Prose	Prose	Prose	Arche Noah	1910
k00200002595	k00200002595	1895	Prose	Prose	Prose	Prinzessin auf der Erbse	1890
k00200000352	k00200000352	1874	Prose	Prose	Prose	Sind Götter?	1870
k00100000062	k00100000062	1876	Prose	Prose	Prose	Kampf um Rom	1870
k00200000338	k00200000338	1884	Prose	Prose	Prose	Bissula	1880
k00200000339	k00200000339	1896	Prose	Prose	Prose	Vom Chiemgau	1890
k00200000341	k00200000341	1897	Prose	Prose	Prose	Ebroin	1890
k00200000344	k00200000344	1885	Prose	Prose	Prose	Gelimer	1880
k00200000345	k00200000345	1876	Prose	Prose	Prose	Am Hof Herrn Karls	1870
k00200000346	k00200000346	1878	Prose	Prose	Prose	Kämpfende Herzen	1870
k00200000347	k00200000347	1876	Prose	Prose	Prose	Herzog Ernst von Schwaben	1870
k00200000348	k00200000348	1885	Prose	Prose	Prose	Die schlimmen Nonnen von Poitiers	1880
k00200000349	k00200000349	1876	Prose	Prose	Prose	Odhins Rache - Friggas Ja - Die Finnin	1870
k00200000351	k00200000351	1899	Prose	Prose	Prose	Sigwalt und Sigridh	1890
k00200000355	k00200000355	1876	Prose	Prose	Prose	Der Vater und die Söhne	1870
k00200000356	k00200000356	1876	Prose	Prose	Prose	Meine welschen Ahnen	1870
k00200000353	k00200000353	1883	Prose	Prose	Prose	Ueber Ludwig Steub	1880
k00200000350	k00200000350	1887	Prose	Prose	Prose	Kaiser Karl und seine Paladine	1880
k00200002598	k00200002598	1910	Prose	Prose	Prose	Vom Mars zur Erde	1910
k00200000358	k00200000358	1911	Prose	Prose	Prose	Volkstümliche Redekunst	1910
k00200002600	k00200002600	1919	Prose	Prose	Prose	Erotische Novellen	1910
k00200000376	k00200000376	1893	Prose	Prose	Prose	Josa Gerth	1890
k00200000377	k00200000377	1909	Prose	Prose	Prose	Lingam	1900
k00200000374	k00200000374	1911	Prose	Prose	Prose	Die acht Gesichter am Biwasee	1910
k00200000379	k00200000379	1911	Prose	Prose	Prose	Raubmenschen	1910
k00200000375	k00200000375	1912	Prose	Prose	Prose	Der Geist meines Vaters	1910
k00200000380	k00200000380	1913	Prose	Prose	Prose	Gedankengut aus meinen Wanderjahren	1910
k00200000373	k00200000373	1915	Prose	Prose	Prose	Geschichten aus den vier Winden	1910
k00200000384	k00200000384	1892	Prose	Prose	Prose	Ein Poet?	1890
k00200000385	k00200000385	1896	Prose	Prose	Prose	Schuß in der Nacht	1890
k00200002602	k00200002602	1896	Prose	Prose	Prose	Das Totenlied	1890
k00200002603	k00200002603	1896	Prose	Prose	Prose	Verstörte Zeit	1890
k00200000381	k00200000381	1908	Prose	Prose	Prose	Die Tochter Fortunats	1900
k00200000386	k00200000386	1896	Prose	Prose	Prose	Das königliche Spiel	1890
k00200000387	k00200000387	1901	Prose	Prose	Prose	Die Troika	1900
k00200000388	k00200000388	1903	Prose	Prose	Prose	Der Übergang	1900
k00200000382	k00200000382	1904	Prose	Prose	Prose	Die Hanna	1900
k00200000383	k00200000383	1904	Prose	Prose	Prose	Die Hanna	1900
k00200002601	k00200002601	1894	Prose	Prose	Prose	Der Bettelvogt	1890
k00200000389	k00200000389	1885	Prose	Prose	Prose	Brausejahre	1880
k00200000393	k00200000393	1903	Prose	Prose	Prose	Zwei Menschen	1900
k00200000394	k00200000394	1912	Prose	Prose	Prose	Blinde Liebe	1910
k00200000415	k00200000415	1914	Prose	Prose	Prose	Meister Johann Dietz erzählt sein Leben	1910
k00200000417	k00200000417	1868	Prose	Prose	Prose	Die Amazone	1860
k00200000424	k00200000424	1872	Prose	Prose	Prose	Was die Pastoren von den Frauen denken	1870
k00200000420	k00200000420	1874	Prose	Prose	Prose	Die wissenschaftliche Emancipation der Frau	1870
k00200000423	k00200000423	1876	Prose	Prose	Prose	Der Frauen Natur und Recht	1870
k00100000070	k00100000070	1894	Prose	Prose	Prose	Wie Frauen werden	1890
k00200000425	k00200000425	1894	Prose	Prose	Prose	Werde, die Du bist	1890
k00100000071	k00100000071	1896	Prose	Prose	Prose	Sibilla Dalmar	1890
k00100000072	k00100000072	1899	Prose	Prose	Prose	Schicksale einer Seele	1890
k00100000073	k00100000073	1902	Prose	Prose	Prose	Christa Ruland	1900
k00200000419	k00200000419	1902	Prose	Prose	Prose	Die Antifeministen	1900
k00200000422	k00200000422	1903	Prose	Prose	Prose	Die Mütter	1900
k00200000421	k00200000421	1917	Prose	Prose	Prose	Der Mißbrauch des Todes	1910
k00200002625	k00200002625	1909	Prose	Prose	Prose	John Workmann der Zeitungsboy	1900
k00200000427	k00200000427	1900	Prose	Prose	Prose	Die erschreckliche Flut von 1634 und der Untergang von Alt-Nordstrand	1900
k00200000429	k00200000429	1904	Prose	Prose	Prose	Der Muttersohn – Band I	1900
k00200000430	k00200000430	1904	Prose	Prose	Prose	Der Muttersohn – Band II	1900
k00200000426	k00200000426	1913	Prose	Prose	Prose	Ein alter Afrikaner	1910
k00200002995	k00200002995	1914	Prose	Prose	Prose	Die Millionenbraut. Erster Band	1910
k00200002996	k00200002996	1914	Prose	Prose	Prose	Die Millionenbraut. Zweiter Band	1910
k00200002997	k00200002997	1914	Prose	Prose	Prose	Die Millionenbraut. Dritter Band	1910
k00200002998	k00200002998	1914	Prose	Prose	Prose	Die Millionenbraut. Vierter Band	1910
k00200000475	k00200000475	1885	Prose	Prose	Prose	Über das Gedächtnis	1880
k00200000477	k00200000477	1864	Prose	Prose	Prose	Eine ägyptische Königstochter Bd. I	1860
k00200000490	k00200000490	1877	Prose	Prose	Prose	Uarda	1870
k00200000482	k00200000482	1878	Prose	Prose	Prose	Homo sum	1870
k00200000480	k00200000480	1881	Prose	Prose	Prose	Die Frau Bürgemeisterin	1880
k00200000487	k00200000487	1879	Prose	Prose	Prose	Die Schwestern	1870
k00200000488	k00200000488	1879	Prose	Prose	Prose	Die Schwestern	1870
k00200000483	k00200000483	1881	Prose	Prose	Prose	Der Kaiser	1880
k00200000479	k00200000479	1893	Prose	Prose	Prose	Ein Wort	1890
k00200000489	k00200000489	1885	Prose	Prose	Prose	Serapis	1880
k00200000485	k00200000485	1886	Prose	Prose	Prose	Die Nilbraut	1880
k00200000481	k00200000481	1889	Prose	Prose	Prose	Die Gred	1880
k00200000476	k00200000476	1891	Prose	Prose	Prose	Drei Märchen	1890
k00200000478	k00200000478	1892	Prose	Prose	Prose	Per aspera	1890
k00200000484	k00200000484	1893	Prose	Prose	Prose	Die Geschichte meines Lebens	1890
k00200000486	k00200000486	1895	Prose	Prose	Prose	Im Schmiedefeuer	1890
k00200002647	k00200002647	1894	Prose	Prose	Prose	Kleopatra	1890
k00200000497	k00200000497	1883	Prose	Prose	Prose	Die Resel	1880
k00100000078	k00100000078	1876	Prose	Prose	Prose	Bozena	1870
k00100000079	k00100000079	1880	Prose	Prose	Prose	Lotti, die Uhrmacherin	1880
k00200000495	k00200000495	1886	Prose	Prose	Prose	Er lasst die Hand küssen	1880
k00100000080	k00100000080	1887	Prose	Prose	Prose	Das Gemeindekind	1880
k00100000081	k00100000081	1881	Prose	Prose	Prose	Ein kleiner Roman	1880
k00200000493	k00200000493	1878	Prose	Prose	Prose	Die Freiherren von Gemperlein	1870
k00100000082	k00100000082	1890	Prose	Prose	Prose	Unsühnbar	1890
k00200000499	k00200000499	1894	Prose	Prose	Prose	Das Schädliche	1890
k00200000500	k00200000500	1894	Prose	Prose	Prose	Die Totenwacht	1890
k00200000496	k00200000496	1892	Prose	Prose	Prose	Oversberg	1890
k00100000083	k00100000083	1903	Prose	Prose	Prose	Agave	1900
k00200000491	k00200000491	1903	Prose	Prose	Prose	Die arme Kleine	1900
k00200000498	k00200000498	1910	Prose	Prose	Prose	Der Säger	1910
k00200000501	k00200000501	1910	Prose	Prose	Prose	Unverbesserlich	1910
k00200000506	k00200000506	1889	Prose	Prose	Prose	Nero	1880
k00200000507	k00200000507	1890	Prose	Prose	Prose	Preisgekrönt	1890
k00200000509	k00200000509	1896	Prose	Prose	Prose	Vielliebchen	1890
k00200000505	k00200000505	1896	Prose	Prose	Prose	Fürst Arno	1890
k00200000508	k00200000508	1907	Prose	Prose	Prose	Gesammelte Schulhumoresken	1900
k00200002652	k00200002652	1912	Prose	Prose	Prose	Bebuquin	1910
k00200000526	k00200000526	1917	Prose	Prose	Prose	Sprich Deutsch!	1910
k00200000528	k00200000528	1898	Prose	Prose	Prose	Die Last	1890
k00200000527	k00200000527	1905	Prose	Prose	Prose	Hann Klüth	1900
k00200000530	k00200000530	1905	Prose	Prose	Prose	Der verbotene Rausch	1900
k00200002655	k00200002655	1904	Prose	Prose	Prose	Familie P. C. Behm	1900
k00200002656	k00200002656	1906	Prose	Prose	Prose	Der süße Willy	1900
k00200000537	k00200000537	1906	Prose	Prose	Prose	Vom geruhigen Leben	1900
k00200000538	k00200000538	1916	Prose	Prose	Prose	Satiren, Fabeln, Epigramme, Aphorismen	1910
k00200000541	k00200000541	1905	Prose	Prose	Prose	Die Kunstreise nach Hümpeldorf	1900
k00200000542	k00200000542	1904	Prose	Prose	Prose	Asmus Sempers Jugendland	1900
k00200000534	k00200000534	1907	Prose	Prose	Prose	Appelschnut	1900
k00200000543	k00200000543	1908	Prose	Prose	Prose	Semper der Jüngling	1900
k00200000545	k00200000545	1908	Prose	Prose	Prose	Vom Strande des Lebens	1900
k00200000539	k00200000539	1910	Prose	Prose	Prose	Vom grüngoldnen Baum	1910
k00200000544	k00200000544	1916	Prose	Prose	Prose	Semper der Mann	1910
k00200000551	k00200000551	1918	Prose	Prose	Prose	Prinzessin des Ostens	1910
k00200000546	k00200000546	1912	Prose	Prose	Prose	Der Tod des Cosimo	1910
k00200000552	k00200000552	1916	Prose	Prose	Prose	Saat auf Hoffnung	1910
k00200000554	k00200000554	1916	Prose	Prose	Prose	Die Taufe	1910
k00200000550	k00200000550	1919	Prose	Prose	Prose	Der Nobelpreis	1910
k00200000557	k00200000557	1911	Prose	Prose	Prose	Die Leute vom Blauen Guguckshaus	1910
k00200000556	k00200000556	1909	Prose	Prose	Prose	Freiheit die ich meine	1900
k00200000559	k00200000559	1911	Prose	Prose	Prose	Auf der Wegwacht	1910
k00200002659	k00200002659	1888	Prose	Prose	Prose	Hazard. Erster Band	1880
k00200000565	k00200000565	1886	Prose	Prose	Prose	Gänseliesel	1880
k00200002660	k00200002660	1888	Prose	Prose	Prose	Hazard. Zweiter Band	1880
k00200000568	k00200000568	1889	Prose	Prose	Prose	Hofluft	1880
k00200000569	k00200000569	1889	Prose	Prose	Prose	Hofluft	1880
k00200000571	k00200000571	1896	Prose	Prose	Prose	Der Stern des Glücks	1890
k00200000566	k00200000566	1897	Prose	Prose	Prose	Jung gefreit - 1	1890
k00200000567	k00200000567	1897	Prose	Prose	Prose	Jung gefreit - 2	1890
k00200000563	k00200000563	1888	Prose	Prose	Prose	Die Erlkönigin	1880
k00200000564	k00200000564	1899	Prose	Prose	Prose	Frühlingsstürme	1890
k00200000570	k00200000570	1902	Prose	Prose	Prose	Die Bären von Hohen-Esp	1900
k00200002657	k00200002657	1905	Prose	Prose	Prose	Frieden I	1900
k00200002658	k00200002658	1905	Prose	Prose	Prose	Frieden II	1900
k00200000574	k00200000574	1915	Prose	Prose	Prose	Sagen und Märchen Altindiens. 2. Band	1910
k00200000573	k00200000573	1916	Prose	Prose	Prose	Sagen und Märchen Altindiens. 1. Band	1910
k00200000576	k00200000576	1909	Prose	Prose	Prose	Benjamin Constant - Der Roman eines Lebens	1900
k00200002661	k00200002661	1911	Prose	Prose	Prose	Alraune	1910
k00200002663	k00200002663	1906	Prose	Prose	Prose	Führer durch die moderne Literatur	1900
k00200002671	k00200002671	1909	Prose	Prose	Prose	Der Zauberlehrling oder die Teufelsjäger	1900
k00200002665	k00200002665	1910	Prose	Prose	Prose	Grotesken	1910
k00200002662	k00200002662	1917	Prose	Prose	Prose	Mein Begräbnis und andere seltsame Geschichten	1910
k00200002669	k00200002669	1910	Prose	Prose	Prose	Der gekreuzigte Tannhäuser und andere Grotesken	1910
k00200000581	k00200000581	1882	Prose	Prose	Prose	Mönch und Landsknecht	1880
k00200000586	k00200000586	1899	Prose	Prose	Prose	Hinter Pflug und Schraubstock	1890
k00200000577	k00200000577	1902	Prose	Prose	Prose	Der Kampf um die Cheopspyramide	1900
k00200000583	k00200000583	1871	Prose	Prose	Prose	Die ersten Tanzschuhe	1870
k00200000584	k00200000584	1904	Prose	Prose	Prose	Im Strom unsrer Zeit – Erster und zweiter Teil	1900
k00200000585	k00200000585	1905	Prose	Prose	Prose	Im Strom unsrer Zeit – Zweiter Teil	1900
k00200000578	k00200000578	1899	Prose	Prose	Prose	Die Brücke über die Ennobucht / In der Grünheustraße	1890
k00200000582	k00200000582	1871	Prose	Prose	Prose	Schlehen	1870
k00200000587	k00200000587	1906	Prose	Prose	Prose	Der Schneider von Ulm	1900
k00200002673	k00200002673	1919	Prose	Prose	Prose	Dem Glücke nach durch Südamerika	1910
k00200000598	k00200000598	1899	Prose	Prose	Prose	Der Mann im Nebel	1890
k00200000597	k00200000597	1902	Prose	Prose	Prose	Hohe Sommertage	1900
k00200000599	k00200000599	1908	Prose	Prose	Prose	Die Kinder aus Ohlsens Gang	1900
k00200000596	k00200000596	1912	Prose	Prose	Prose	Die Stadt mit den goldenen Türmen	1910
k00200000600	k00200000600	1913	Prose	Prose	Prose	Herr Purtaller und seine Tochter	1910
k00200000604	k00200000604	1875	Prose	Prose	Prose	Vergleichende Anatomie der Engel	1870
k00200000605	k00200000605	1875	Prose	Prose	Prose	Es gibt Hexerei	1870
k00200000613	k00200000613	1873	Prose	Prose	Prose	Einige Ideen zur Schöpfungs- und Entwicklungsgeschichte der Organismen	1870
k00200000610	k00200000610	1876	Prose	Prose	Prose	Erinnerungen an die letzten Tage der Odlehre und ihres Urhebers	1870
k00200000615	k00200000615	1876	Prose	Prose	Prose	Vorschule der Ästhetik Teil 1	1870
k00200000614	k00200000614	1879	Prose	Prose	Prose	Die Tagesansicht gegenüber der Nachtansicht	1870
k00200002674	k00200002674	1911	Prose	Prose	Prose	Berge und Menschen	1910
k00200000621	k00200000621	1913	Prose	Prose	Prose	Sisto e Sesto	1910
k00200000624	k00200000624	1913	Prose	Prose	Prose	Jungfer Therese	1910
k00200000625	k00200000625	1918	Prose	Prose	Prose	Umbrische Reisegeschichtlein	1910
k00200000627	k00200000627	1918	Prose	Prose	Prose	Gebt mir meine Wildnis wieder!	1910
k00200000617	k00200000617	1919	Prose	Prose	Prose	Der Fürchtemacher	1910
k00200002677	k00200002677	1904	Prose	Prose	Prose	Jahre der Jugend	1900
k00200000628	k00200000628	1907	Prose	Prose	Prose	Maren	1900
k00100000091	k00100000091	1868	Prose	Prose	Prose	Reich und arm	1860
k00200000632	k00200000632	1851	Prose	Prose	Prose	Der Geist der deutschen Klassiker	1850
k00200000633	k00200000633	1885	Prose	Prose	Prose	Ein Vermächtnis von Anselm Feuerbach	1880
k00200000644	k00200000644	1897	Prose	Prose	Prose	Professor Hardtmut	1890
k00200000653	k00200000653	1918	Prose	Prose	Prose	Wallensteins Antlitz	1910
k00200000655	k00200000655	1919	Prose	Prose	Prose	Wolf Eschenlohr	1910
k00200000651	k00200000651	1915	Prose	Prose	Prose	Der Kanzler Klaus von Bismarck	1910
